KEY,EN,CN
LC_task_daily_76_desc,Occupy 3 more lv. 5 tiles,治疗6次任意英雄
LC_task_daily_77_desc,Occupy 5 more lv. 5 tiles,治疗7次任意英雄
LC_task_daily_78_desc,Occupy 8 more lv. 5 tiles ,累计治疗38400点生命值
LC_task_daily_79_desc,Reach 5 battle victories,升级任意英雄5次
LC_task_daily_80_desc,Reach 12 battle victories,升级任意英雄6次
LC_task_daily_81_desc,Reach 20 battle victories,升级任意英雄8次
LC_task_daily_82_desc,Heal for 12 times for the heroes,与玩家进行1次战斗
LC_task_daily_83_desc,Heal for 14 times for the heroes,与玩家进行2次战斗
LC_task_daily_84_desc,Cumulatively heal 38400 points of HP,与玩家进行3次战斗
LC_task_daily_85_desc,Level any Hero 5 times up,升级任意1个建筑
LC_task_daily_86_desc,Level any Hero 6 times up,升级任意3个建筑
LC_task_daily_87_desc,Level any Hero 8 times up,升级任意4个建筑
LC_task_daily_88_desc,Battle against other players once,木材产量增加400
LC_task_daily_89_desc,Battle against other players twice,木材产量增加800
LC_task_daily_90_desc,Battle against other players 3 times,木材产量增加1200
LC_task_daily_91_desc,Upgrade any 3 buildings,"提升实力,累计实力值220"
LC_task_daily_92_desc,Upgrade any 4 buildings,"提升实力,累计实力值260"
LC_task_daily_93_desc,Upgrade any 5 buildings,"提升实力,累计实力值310"
LC_task_daily_94_desc,Increase wood output by 400,累计获得贡品1次
LC_task_daily_95_desc,Increase wood output by 800,累计获得贡品2次
LC_task_daily_96_desc,Increase wood output by 1200,累计获得贡品4次
LC_task_daily_97_desc,Cumulatively increase 440 power points,累计获得700个金币
LC_task_daily_98_desc,Cumulatively increase 528 power points,累计获得1400个金币
LC_task_daily_99_desc,Cumulatively increase 616 power points,累计获得2300个金币
LC_task_daily_100_desc,Collect Tribute 3 times,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_101_desc,Collect Tribute 4 times,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_102_desc,Collect Tribute 5 times,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_103_desc,Cumulatively acquire 17250 Gold,参与1场攻城战(城市)
LC_task_daily_104_desc,Cumulatively acquire 20700 Gold,参与2场攻城战(城市)
LC_task_daily_105_desc,Cumulatively acquire 25875 Gold,参与3场攻城战(城市)
LC_task_daily_106_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领1块5级土地
LC_task_daily_107_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领2块5级土地
LC_task_daily_108_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领1块6级土地
LC_task_daily_109_desc,Take part in a siege battle(city),新占领2块6级土地
LC_task_daily_110_desc,Take part in 2 siege battles(city),新占领3块6级土地
LC_task_daily_111_desc,Take part in 3 siege battles(city),获得3场战斗胜利
LC_task_daily_112_desc,Occupy 2 more lv. 5 tiles ,获得5场战斗胜利
LC_task_daily_113_desc,Occupy 4 more lv. 5 tiles ,获得8场战斗胜利
LC_task_daily_114_desc,Occupy 1 more lv. 6 tile,治疗8次任意英雄
LC_task_daily_115_desc,Occupy 2 more lv. 6 tiles ,治疗9次任意英雄
LC_task_daily_116_desc,Occupy 3 more lv. 6 tiles ,累计治疗102400点生命值
LC_task_daily_117_desc,Occupy 5 more lv. 6 tiles ,升级任意英雄5次
LC_task_daily_118_desc,Occupy 8 more lv. 6 tiles ,升级任意英雄6次
LC_task_daily_119_desc,Reach 5 battle victories,升级任意英雄8次
LC_task_daily_120_desc,Reach 12 battle victories,与玩家进行1次战斗
LC_task_daily_121_desc,Reach 20 battle victories,与玩家进行2次战斗
LC_task_daily_122_desc,Heal for 16 times for the heroes,与玩家进行3次战斗
LC_task_daily_123_desc,Heal for 18 times for the heroes,升级任意1个建筑
LC_task_daily_124_desc,Cumulatively heal 102400 points of HP,升级任意2个建筑
LC_task_daily_125_desc,Level any Hero 5 times up,升级任意3个建筑
LC_task_daily_126_desc,Level any Hero 6 times up,木材产量增加400
LC_task_daily_127_desc,Level any Hero 8 times up,木材产量增加800
LC_task_daily_128_desc,Battle against other players once,木材产量增加1200
LC_task_daily_129_desc,Battle against other players twice,"提升实力,累计实力值250"
LC_task_daily_130_desc,Battle against other players 3 times,"提升实力,累计实力值300"
LC_task_daily_131_desc,Upgrade any 2 buildings,"提升实力,累计实力值350"
LC_task_daily_132_desc,Upgrade any 3 buildings,累计获得贡品1次
LC_task_daily_133_desc,Upgrade any 4 buildings,累计获得贡品2次
LC_task_daily_134_desc,Increase wood output by 400,累计获得贡品4次
LC_task_daily_135_desc,Increase wood output by 800,累计获得1100个金币
LC_task_daily_136_desc,Increase wood output by 1200,累计获得2100个金币
LC_task_daily_137_desc,Cumulatively increase 500 power points,累计获得3600个金币
LC_task_daily_138_desc,Cumulatively increase 600 power points,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_139_desc,Cumulatively increase 700 power points,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_140_desc,Collect Tribute 3 times,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_141_desc,Collect Tribute 4 times,参与1场攻城战(城市)
LC_task_daily_142_desc,Collect Tribute 5 times,参与2场攻城战(城市)
LC_task_daily_143_desc,Cumulatively acquire 56000 Gold,参与3场攻城战(城市)
LC_task_daily_144_desc,Cumulatively acquire 67200 Gold,参与1场攻城战(关隘)
LC_task_daily_145_desc,Cumulatively acquire 84000 Gold,参与2场攻城战(关隘)
LC_task_daily_146_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,参与3场攻城战(关隘)
LC_task_daily_147_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领1块6级土地
LC_task_daily_148_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领2块6级土地
LC_task_daily_149_desc,Take part in 2 siege battles(city),新占领1块7级土地
LC_task_daily_150_desc,Take part in 4 siege battles(city),新占领2块7级土地
LC_task_daily_151_desc,Take part in 6 siege battles(city),新占领3块7级土地
LC_task_daily_152_desc,Take part in a siege battle(pass),获得3场战斗胜利
LC_task_daily_153_desc,Take part in 2 siege battles(pass),获得5场战斗胜利
LC_task_daily_154_desc,Take part in 3 siege battles(pass),获得8场战斗胜利
LC_task_daily_155_desc,Occupy 2 more lv. 6 tiles ,治疗10次任意英雄
LC_task_daily_156_desc,Occupy 4 more lv. 6 tiles ,治疗11次任意英雄
LC_task_daily_157_desc,Occupy 1 more lv. 7 tile,累计治疗200000点生命值
LC_task_daily_158_desc,Occupy 2 more lv. 7 tiles ,升级任意英雄4次
LC_task_daily_159_desc,Occupy 3 more lv. 7 tiles ,升级任意英雄5次
LC_task_daily_160_desc,Occupy 5 more lv. 7 tiles,升级任意英雄7次
LC_task_daily_161_desc,Occupy 8 more lv. 7 tiles ,与玩家进行1次战斗
LC_task_daily_162_desc,Reach 5 battle victories,与玩家进行2次战斗
LC_task_daily_163_desc,Reach 12 battle victories,与玩家进行3次战斗
LC_task_daily_164_desc,Reach 20 battle victories,升级任意1个建筑
LC_task_daily_165_desc,Heal for 20 times for the heroes,升级任意2个建筑
LC_task_daily_166_desc,Heal for 22 times for the heroes,升级任意3个建筑
LC_task_daily_167_desc,Cumulatively heal 200000 points of HP,石材产量增加400
LC_task_daily_168_desc,Level any Hero 4 times up,石材产量增加800
LC_task_daily_169_desc,Level any Hero 5 times up,石材产量增加1200
LC_task_daily_170_desc,Level any Hero 7 times up,"提升实力,累计实力值300"
LC_task_daily_171_desc,Battle against other players once,"提升实力,累计实力值360"
LC_task_daily_172_desc,Battle against other players twice,"提升实力,累计实力值420"
LC_task_daily_173_desc,Battle against other players 3 times,累计获得贡品1次
LC_task_daily_174_desc,Upgrade any 2 buildings,累计获得贡品2次
LC_task_daily_175_desc,Upgrade any 3 buildings,累计获得贡品4次
LC_task_daily_176_desc,Upgrade any 4 buildings,累计获得1200个金币
LC_task_daily_177_desc,Increase stone output by 400,累计获得2400个金币
LC_task_daily_178_desc,Increase stone output by 800,累计获得4000个金币
LC_task_daily_179_desc,Increase stone output by 1200,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_180_desc,Cumulatively increase 600 power points,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_181_desc,Cumulatively increase 720 power points,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_182_desc,Cumulatively increase 840 power points,参与1场攻城战(城市)
LC_task_daily_183_desc,Collect Tribute 3 times,参与2场攻城战(城市)
LC_task_daily_184_desc,Collect Tribute 4 times,参与3场攻城战(城市)
LC_task_daily_185_desc,Collect Tribute 5 times,参与1场攻城战(关隘)
LC_task_daily_186_desc,Cumulatively acquire 120000 Gold,参与2场攻城战(关隘)
LC_task_daily_187_desc,Cumulatively acquire 144000 Gold,参与3场攻城战(关隘)
LC_task_daily_188_desc,Cumulatively acquire 180000 Gold,新占领1块7级土地
LC_task_daily_189_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领2块7级土地
LC_task_daily_190_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领1块8级土地
LC_task_daily_191_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领2块8级土地
LC_task_daily_192_desc,Take part in 2 siege battles(city),新占领3块8级土地
LC_task_daily_193_desc,Take part in 4 siege battles(city),获得3场战斗胜利
LC_task_daily_194_desc,Take part in 6 siege battles(city),获得5场战斗胜利
LC_task_daily_195_desc,Take part in a siege battle(pass),获得8场战斗胜利
LC_task_daily_196_desc,Take part in 2 siege battles(pass),治疗12次任意英雄
LC_task_daily_197_desc,Take part in 3 siege battles(pass),治疗13次任意英雄
LC_task_daily_198_desc,Occupy 2 more lv. 7 tiles ,累计治疗375000点生命值
LC_task_daily_199_desc,Occupy 4 more lv. 7 tiles ,升级任意英雄4次
LC_task_daily_200_desc,Occupy 1 more lv. 8 tile,升级任意英雄5次
LC_task_daily_201_desc,Occupy 2 more lv. 8 tiles ,升级任意英雄7次
LC_task_daily_202_desc,Occupy 3 more lv. 8 tiles ,与玩家进行1次战斗
LC_task_daily_203_desc,Occupy 5 more lv. 8 tiles ,与玩家进行2次战斗
LC_task_daily_204_desc,Occupy 8 more lv. 8 tiles ,与玩家进行3次战斗
LC_task_daily_205_desc,Reach 5 battle victories,升级任意1个建筑
LC_task_daily_206_desc,Reach 12 battle victories,升级任意2个建筑
LC_task_daily_207_desc,Reach 20 battle victories,升级任意3个建筑
LC_task_daily_208_desc,Heal for 24 times for the heroes,钢材产量增加400
LC_task_daily_209_desc,Heal for 26 times for the heroes,钢材产量增加800
LC_task_daily_210_desc,Cumulatively heal 375000 points of HP,钢材产量增加1200
LC_task_daily_211_desc,Level any Hero 4 times up,"提升实力,累计实力值330"
LC_task_daily_212_desc,Level any Hero 5 times up,"提升实力,累计实力值390"
LC_task_daily_213_desc,Level any Hero 7 times up,"提升实力,累计实力值460"
LC_task_daily_214_desc,Battle against other players once,累计获得贡品1次
LC_task_daily_215_desc,Battle against other players twice,累计获得贡品2次
LC_task_daily_216_desc,Battle against other players 3 times,累计获得贡品4次
LC_task_daily_217_desc,Upgrade any 2 buildings,累计获得1300个金币
LC_task_daily_218_desc,Upgrade any 3 buildings,累计获得2600个金币
LC_task_daily_219_desc,Upgrade any 4 buildings,累计获得4300个金币
LC_task_daily_220_desc,Increase steel output by 400,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_221_desc,Increase steel output by 800,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_222_desc,Increase steel output by 1200,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_223_desc,Cumulatively increase 650 power points,参与1场攻城战(城市)
LC_task_daily_224_desc,Cumulatively increase 780 power points,参与2场攻城战(城市)
LC_task_daily_225_desc,Cumulatively increase 910 power points,参与3场攻城战(城市)
LC_task_daily_226_desc,Collect Tribute 3 times,参与1场攻城战(关隘)
LC_task_daily_227_desc,Collect Tribute 4 times,参与2场攻城战(关隘)
LC_task_daily_228_desc,Collect Tribute 5 times,参与3场攻城战(关隘)
LC_task_daily_229_desc,Cumulatively acquire 300000 Gold,新占领1块8级土地
LC_task_daily_230_desc,Cumulatively acquire 360000 Gold,新占领2块8级土地
LC_task_daily_231_desc,Cumulatively acquire 450000 Gold,新占领1块9级土地
LC_task_daily_232_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领2块9级土地
LC_task_daily_233_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,新占领3块9级土地
LC_task_daily_234_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,获得3场战斗胜利
LC_task_daily_235_desc,Take part in 2 siege battles(city),获得5场战斗胜利
LC_task_daily_236_desc,Take part in 4 siege battles(city),获得8场战斗胜利
LC_task_daily_237_desc,Take part in 6 siege battles(city),治疗14次任意英雄
LC_task_daily_238_desc,Take part in a siege battle(pass),治疗15次任意英雄
LC_task_daily_239_desc,Take part in 2 siege battles(pass),累计治疗720000点生命值
LC_task_daily_240_desc,Take part in 3 siege battles(pass),升级任意英雄4次
LC_task_daily_241_desc,Occupy 2 more lv. 8 tiles ,升级任意英雄5次
LC_task_daily_242_desc,Occupy 4 more lv. 8 tiles ,升级任意英雄7次
LC_task_daily_243_desc,Occupy 1 more lv. 9 tile,与玩家进行1次战斗
LC_task_daily_244_desc,Occupy 2 more lv. 9 tiles ,与玩家进行2次战斗
LC_task_daily_245_desc,Occupy 3 more lv. 9 tiles ,与玩家进行3次战斗
LC_task_daily_246_desc,Occupy 5 more lv. 9 tiles ,升级任意1个建筑
LC_task_daily_247_desc,Occupy 8 more lv. 9 tiles ,升级任意2个建筑
LC_task_daily_248_desc,Reach 5 battle victories,升级任意3个建筑
LC_task_daily_249_desc,Reach 12 battle victories,石材产量增加400
LC_task_daily_250_desc,Reach 20 battle victories,石材产量增加800
LC_task_daily_251_desc,Heal for 28 times for the heroes,石材产量增加1200
LC_task_daily_252_desc,Heal for 30 times for the heroes,"提升实力,累计实力值400"
LC_task_daily_253_desc,Cumulatively heal 720000 points of HP,"提升实力,累计实力值480"
LC_task_daily_254_desc,Level any Hero 4 times up,"提升实力,累计实力值560"
LC_task_daily_255_desc,Level any Hero 5 times up,累计获得贡品1次
LC_task_daily_256_desc,Level any Hero 7 times up,累计获得贡品2次
LC_task_daily_257_desc,Battle against other players once,累计获得贡品4次
LC_task_daily_258_desc,Battle against other players twice,累计获得2100个金币
LC_task_daily_259_desc,Battle against other players 3 times,累计获得4300个金币
LC_task_daily_260_desc,Upgrade any 2 buildings,累计获得7100个金币
LC_task_daily_261_desc,Upgrade any 3 buildings,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_262_desc,Upgrade any 4 buildings,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_263_desc,Increase stone output by 400,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_264_desc,Increase stone output by 800,参与1场攻城战(城市)
LC_task_daily_265_desc,Increase stone output by 1200,参与2场攻城战(城市)
LC_task_daily_266_desc,Cumulatively increase 800 power points,参与3场攻城战(城市)
LC_task_daily_267_desc,Cumulatively increase 960 power points,参与1场攻城战(关隘)
LC_task_daily_268_desc,Cumulatively increase 1120 power points,参与2场攻城战(关隘)
LC_task_daily_269_desc,Collect Tribute 3 times,参与3场攻城战(关隘)
LC_task_daily_270_desc,Collect Tribute 4 times,新占领1块9级土地
LC_task_daily_271_desc,Collect Tribute 5 times,新占领2块9级土地
LC_task_daily_272_desc,Cumulatively acquire 700000 Gold,新占领1块10级土地
LC_task_daily_273_desc,Cumulatively acquire 840000 Gold,新占领2块10级土地
LC_task_daily_274_desc,Cumulatively acquire 1050000 Gold,获得3场战斗胜利
LC_task_daily_275_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,获得5场战斗胜利
LC_task_daily_276_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,获得8场战斗胜利
LC_task_daily_277_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,治疗16次任意英雄
LC_task_daily_278_desc,Take part in 2 siege battles(city),治疗17次任意英雄
LC_task_daily_279_desc,Take part in 4 siege battles(city),累计治疗1224000点生命值
LC_task_daily_280_desc,Take part in 6 siege battles(city),升级任意英雄4次
LC_task_daily_281_desc,Take part in a siege battle(pass),升级任意英雄5次
LC_task_daily_282_desc,Take part in 2 siege battles(pass),升级任意英雄7次
LC_task_daily_283_desc,Take part in 3 siege battles(pass),与玩家进行1次战斗
LC_task_daily_284_desc,Occupy 2 more lv. 9 tiles ,与玩家进行2次战斗
LC_task_daily_285_desc,Occupy 4 more lv. 9 tiles,与玩家进行3次战斗
LC_task_daily_286_desc,Occupy 1 more lv. 10 tile,升级任意1个建筑
LC_task_daily_287_desc,Occupy 2 more lv. 10 tiles ,升级任意2个建筑
LC_task_daily_288_desc,Occupy 3 more lv. 10 tiles ,升级任意3个建筑
LC_task_daily_289_desc,Occupy 5 more lv. 10 tiles ,木材产量增加400
LC_task_daily_290_desc,Occupy 8 more lv. 10 tiles ,木材产量增加800
LC_task_daily_291_desc,Reach 5 battle victories,木材产量增加1200
LC_task_daily_292_desc,Reach 12 battle victories,"提升实力,累计实力值450"
LC_task_daily_293_desc,Reach 20 battle victories,"提升实力,累计实力值540"
LC_task_daily_294_desc,Heal for 32 times for the heroes,"提升实力,累计实力值630"
LC_task_daily_295_desc,Heal for 34 times for the heroes,累计获得贡品1次
LC_task_daily_296_desc,Cumulatively heal 1224000 points of HP,累计获得贡品2次
LC_task_daily_297_desc,Level any Hero 4 times up,累计获得贡品4次
LC_task_daily_298_desc,Level any Hero 5 times up,累计获得2400个金币
LC_task_daily_299_desc,Level any Hero 7 times up,累计获得4700个金币
LC_task_daily_300_desc,Battle against other players once,累计获得7900个金币
LC_task_daily_301_desc,Battle against other players twice,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_302_desc,Battle against other players 3 times,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_303_desc,Upgrade any 2 buildings,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_304_desc,Upgrade any 3 buildings,参与1场攻城战(城市)
LC_task_daily_305_desc,Upgrade any 4 buildings,参与2场攻城战(城市)
LC_task_daily_306_desc,Increase wood output by 400,参与3场攻城战(城市)
LC_task_daily_307_desc,Increase wood output by 800,参与1场攻城战(关隘)
LC_task_daily_308_desc,Increase wood output by 1200,参与2场攻城战(关隘)
LC_task_daily_309_desc,Cumulatively increase 900 power points,参与3场攻城战(关隘)
LC_task_daily_310_desc,Cumulatively increase 1080 power points,新占领1块10级土地
LC_task_daily_311_desc,Cumulatively increase 1260 power points,新占领2块10级土地
LC_task_daily_312_desc,Collect Tribute 3 times,新占领1块11级土地
LC_task_daily_313_desc,Collect Tribute 4 times,新占领2块11级土地
LC_task_daily_314_desc,Collect Tribute 5 times,获得3场战斗胜利
LC_task_daily_315_desc,Cumulatively acquire 2400000 Gold,获得5场战斗胜利
LC_task_daily_316_desc,Cumulatively acquire 2880000 Gold,获得8场战斗胜利
LC_task_daily_317_desc,Cumulatively acquire 3600000 Gold,治疗18次任意英雄
LC_task_daily_318_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,治疗19次任意英雄
LC_task_daily_319_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,累计治疗1932000点生命值
LC_task_daily_320_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,升级任意英雄3次
LC_task_daily_321_desc,Take part in 2 siege battles(city),升级任意英雄4次
LC_task_daily_322_desc,Take part in 4 siege battles(city),升级任意英雄5次
LC_task_daily_323_desc,Take part in 6 siege battles(city),与玩家进行1次战斗
LC_task_daily_324_desc,Take part in a siege battle(pass),与玩家进行2次战斗
LC_task_daily_325_desc,Take part in 2 siege battles(pass),与玩家进行3次战斗
LC_task_daily_326_desc,Take part in 3 siege battles(pass),升级任意1个建筑
LC_task_daily_327_desc,Occupy 2 more lv. 10 tiles ,升级任意2个建筑
LC_task_daily_328_desc,Occupy 4 more lv. 10 tiles ,升级任意3个建筑
LC_task_daily_329_desc,Occupy 1 more lv. 11 tile ,钢材产量增加400
LC_task_daily_330_desc,Occupy 2 more lv. 11 tiles,钢材产量增加800
LC_task_daily_331_desc,Occupy 3 more lv. 11 tiles ,钢材产量增加1200
LC_task_daily_332_desc,Occupy 5 more lv. 11 tiles,"提升实力,累计实力值460"
LC_task_daily_333_desc,Occupy 8 more lv. 11 tiles,"提升实力,累计实力值560"
LC_task_daily_334_desc,Reach 5 battle victories,"提升实力,累计实力值650"
LC_task_daily_335_desc,Reach 12 battle victories,累计获得贡品1次
LC_task_daily_336_desc,Reach 20 battle victories,累计获得贡品2次
LC_task_daily_337_desc,Heal for 36 times for the heroes,累计获得贡品4次
LC_task_daily_338_desc,Heal for 38 times for the heroes,累计获得2500个金币
LC_task_daily_339_desc,Cumulatively heal 1932000 points of HP,累计获得4900个金币
LC_task_daily_340_desc,Level any Hero 3 times up,累计获得8200个金币
LC_task_daily_341_desc,Level any Hero 4 times up,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_342_desc,Level any Hero 5 times up,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_343_desc,Battle against other players once,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_344_desc,Battle against other players twice,参与1场攻城战(城市)
LC_task_daily_345_desc,Battle against other players 3 times,参与2场攻城战(城市)
LC_task_daily_346_desc,Upgrade any 2 buildings,参与3场攻城战(城市)
LC_task_daily_347_desc,Upgrade any 3 buildings,参与1场攻城战(关隘)
LC_task_daily_348_desc,Upgrade any 4 buildings,参与2场攻城战(关隘)
LC_task_daily_349_desc,Increase steel output by 400,参与3场攻城战(关隘)
LC_task_daily_350_desc,Increase steel output by 800,新占领1块11级土地
LC_task_daily_351_desc,Increase steel output by 1200,新占领2块11级土地
LC_task_daily_352_desc,Cumulatively increase 935 power points,新占领1块12级土地
LC_task_daily_353_desc,Cumulatively increase 1110 power points,获得3场战斗胜利
LC_task_daily_354_desc,Cumulatively increase 1295 power points,获得5场战斗胜利
LC_task_daily_355_desc,Collect Tribute 3 times,获得8场战斗胜利
LC_task_daily_356_desc,Collect Tribute 4 times,治疗20次任意英雄
LC_task_daily_357_desc,Collect Tribute 5 times,治疗21次任意英雄
LC_task_daily_358_desc,Cumulatively acquire 6900000 Gold,累计治疗2880000点生命值
LC_task_daily_359_desc,Cumulatively acquire 8280000 Gold,升级任意英雄3次
LC_task_daily_360_desc,Cumulatively acquire 10350000 Gold,升级任意英雄4次
LC_task_daily_361_desc,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles,升级任意英雄5次
LC_task_daily_362_desc,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles,与玩家进行1次战斗
LC_task_daily_363_desc,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles,与玩家进行2次战斗
LC_task_daily_364_desc,Take part in 2 siege battles(city),与玩家进行3次战斗
LC_task_daily_365_desc,Take part in 4 siege battles(city),升级任意1个建筑
LC_task_daily_366_desc,Take part in 6 siege battles(city),升级任意2个建筑
LC_task_daily_367_desc,Take part in a siege battle(pass),升级任意3个建筑
LC_task_daily_368_desc,Take part in 2 siege battles(pass),石材产量增加400
LC_task_daily_369_desc,Take part in 3 siege battles(pass),木材产量增加800
LC_task_daily_370_desc,Occupy 2 more lv. 11 tiles ,钢材产量增加1200
LC_task_daily_371_desc,Occupy 4 more lv. 11 tiles ,"提升实力,累计实力值480"
LC_task_daily_372_desc,Occupy 1 more lv. 12 tile,"提升实力,累计实力值570"
LC_task_daily_373_desc,Occupy 2 more lv. 12 tiles,"提升实力,累计实力值670"
LC_task_daily_374_desc,Occupy 3 more lv. 12 tiles,累计获得贡品1次
LC_task_daily_375_desc,Occupy 5 more lv. 12 tiles,累计获得贡品2次
LC_task_daily_376_desc,Occupy 8 more lv. 12 tiles,累计获得贡品4次
LC_task_daily_377_desc,Reach 5 battle victories,累计获得3800个金币
LC_task_daily_378_desc,Reach 12 battle victories,累计获得7600个金币
LC_task_daily_379_desc,Reach 20 battle victories,累计获得12700个金币
LC_task_daily_380_desc,Heal for 40 times for the heroes,"放弃1个1级地块,用于占领更多更高级土地"
LC_task_daily_381_desc,Heal for 42 times for the heroes,"放弃2个1级地块,用于占领更多更高级土地"
LC_task_daily_382_desc,Cumulatively heal 2880000 points of HP,"放弃4个1级地块,用于占领更多更高级土地"
LC_task_daily_383_desc,Level any Hero 3 times up,参与1场攻城战(城市)
LC_task_daily_384_desc,Level any Hero 4 times up,参与2场攻城战(城市)
LC_task_daily_385_desc,Level any Hero 5 times up,参与3场攻城战(城市)
LC_task_daily_386_desc,Battle against other players once,参与1场攻城战(关隘)
LC_task_daily_387_desc,Battle against other players twice,参与2场攻城战(关隘)
LC_task_daily_388_desc,Battle against other players 3 times,参与3场攻城战(关隘)
LC_daily_task,Daily Task,每日任务
LC_daily_task_desc,"Complete daily tasks will increase activity today,  the higher the activity is,  the better the reward you will get.  Refresh after <color=#FFFFFFFF>{0}</color>. ","完成每日任务会提高今日活跃度, 活跃度越高奖励越好. 每日任务将在<color=#FFFFFFFF>{0}</color>后重置. "
LC_unlock_daily_task,Unlock daily tasks when Town Hall is lv.  3,指挥所3级才能解锁每日任务
LC_HUD_daily_task,Daily,每日
LC_HUD_chapter_task,Chapter,主线
LC_task_daily_vitality_short,,活跃度达到{0}可领取该奖励.
